A+ Works of Art （ｴｰﾌﾟﾗｽ ﾜｰｸｽ ｵﾌﾞ ｱｰﾄ / ｸｱﾗﾙﾝﾌﾟｰﾙ）,https://aplusart.asia/exhibitions/,https://aplusart.asia/artists/
Addis Fine Art （ｱﾃﾞｨｽ ﾌｧｲﾝ ｱｰﾄ / ｱﾃﾞｨｽｱﾍﾞﾊﾞ･ﾛﾝﾄﾞﾝ）,https://addisfineart.com/exhibitions/,https://addisfineart.com/artists/
Afriart Gallery （ｱﾌﾘｱｰﾄ ｷﾞｬﾗﾘｰ / ｶﾝﾊﾟﾗ）,https://afriartgallery.org/exhibitions,https://afriartgallery.org/artists
Amanita （ｱﾏﾆﾀ / ﾆｭｰﾖｰｸ）,https://spazioamanita.com/exhibitions#past,https://spazioamanita.com/Artists
Anca Poteraşu Gallery （ｱﾝｶ ﾎﾟﾃﾗｼｭ ｷﾞｬﾗﾘｰ / ﾌﾞｶﾚｽﾄ）,https://www.ancapoterasu.com/exhibitions/,https://www.ancapoterasu.com/the-artists/
Blue Velvet （ﾌﾞﾙｰ ﾍﾞﾙﾍﾞｯﾄ / ﾁｭｰﾘｯﾋ･ﾏﾄﾞﾘｰﾄﾞ）,https://www.bluevelvetprojects.com/exhibitions,https://www.bluevelvetprojects.com/artists
Bombon （ﾎﾞﾝﾎﾞﾝ / ﾊﾞﾙｾﾛﾅ）,https://www.bombonprojects.com/exhibitions/,https://www.bombonprojects.com/artists/
Brunette Coleman （ﾌﾞﾙﾈｯﾄ ｺｰﾙﾏﾝ / ﾛﾝﾄﾞﾝ）,https://www.brunettecoleman.com/exhibitions/past,https://www.brunettecoleman.com/artists
Callirrhoë （ｶﾘﾛｴ / ｱﾃﾈ）,https://www.callirrhoe.info/index.php?option=com_content&view=category&layout=blog&id=16&Itemid=212,https://www.callirrhoe.info/index.php?option=com_content&view=category&layout=blog&id=18&Itemid=407
Chris Sharp Gallery （ｸﾘｽ ｼｬｰﾌﾟ ｷﾞｬﾗﾘｰ / ﾛｻﾝｾﾞﾙｽ）,https://www.chrissharpgallery.com/past,https://www.chrissharpgallery.com/artists
Ciaccia Levi （ﾁｬｯﾁｬ ﾚｳﾞｨ / ﾊﾟﾘ･ﾐﾗﾉ）,https://ciaccialevi.com/exhibitions?s=exhibitions-past,https://ciaccialevi.com/?artists
Cibrián （ｼﾌﾞﾘｱﾝ / ｻﾝ･ｾﾊﾞｽﾃｨｱﾝ）,https://cibrian.eu/exposiciones/,https://cibrian.eu/artists/
Clima （ｸﾘｰﾏ / ﾐﾗﾉ）,https://www.climagallery.com/exhibitions/,https://www.climagallery.com/artists/
Commune （ｺﾐｭｰﾝ / ｳｨｰﾝ）,https://www.commune-gallery.com/exhibitions/,https://www.commune-gallery.com/artists/
Damien & The Love Guru （ﾀﾞﾐｱﾝ ｱﾝﾄﾞ ｻﾞ ﾗｳﾞ ｸﾞﾙ / ﾌﾞﾘｭｯｾﾙ･ﾁｭｰﾘｯﾋ）,https://damienandtheloveguru.com/exhibitions,https://damienandtheloveguru.com/artists
diez （ﾃﾞｨｴｽ / ｱﾑｽﾃﾙﾀﾞﾑ）,https://diez.gallery/Exhibitions,https://diez.gallery/Artists
Drei （ﾄﾞﾗｲ / ｹﾙﾝ）,https://drei.cologne/exhibtions/,https://drei.cologne/artists/
Ehrlich Steinberg （ｴｱﾘｯﾋ ｼｭﾀｲﾝﾊﾞｰｸﾞ / ﾛｻﾝｾﾞﾙｽ）,https://www.ehrlichsteinberg.com/exhibitions,https://www.ehrlichsteinberg.com/artists
Final Hot Desert （ﾌｧｲﾅﾙ ﾎｯﾄ ﾃﾞｻﾞｰﾄ / ﾛﾝﾄﾞﾝ）,https://finalhotdesert.co.uk/Exhibitions,https://finalhotdesert.co.uk/Artists
G Gallery （ｼﾞｰ ｷﾞｬﾗﾘｰ / ｿｳﾙ）,https://www.ggallery.kr/exhibitions,https://www.ggallery.kr/artists
Gauli Zitter （ｺﾞｰﾘ ﾂｨｯﾀｰ / ﾌﾞﾘｭｯｾﾙ）,https://gaulizitter.com/exhibitions/,https://gaulizitter.com/artists/
Harlesden High Street （ﾊｰﾙｽﾞﾃﾞﾝ ﾊｲ ｽﾄﾘｰﾄ / ﾛﾝﾄﾞﾝ）,https://harlesdenhighstreet.com/,https://harlesdenhighstreet.com/Artists
Laveronica （ﾗｳﾞｪﾛﾆｶ / ﾓﾃﾞｨｶ）,https://www.gallerialaveronica.it/exhibitions/,https://www.gallerialaveronica.it/artists/
Livie Gallery （ﾘｳﾞｨ ｷﾞｬﾗﾘｰ / ﾁｭｰﾘｯﾋ）,https://liviegallery.com/exhibitions/,https://liviegallery.com/artists/
Lodos （ﾛﾄﾞｽ / ﾒｷｼｺｼﾃｨ）,https://lodosgallery.info/exhibition/,https://lodosgallery.info/artists/
Lodovico Corsini （ﾛﾄﾞｳﾞｨｺ ｺﾙｼｰﾆ / ﾌﾞﾘｭｯｾﾙ）,https://lodovicocorsini.com/exhibitions,https://lodovicocorsini.com/artists
Lucas Hirsch （ﾙｰｶｽ ﾋﾙｼｭ / ﾃﾞｭｯｾﾙﾄﾞﾙﾌ）,https://lucashirsch.com/exhibitions/,https://lucashirsch.com/artists/
Magenta Plains （ﾏｾﾞﾝﾀ ﾌﾟﾚｲﾝｽﾞ / ﾆｭｰﾖｰｸ）,https://magentaplains.com/exhibitions,https://magentaplains.com/artists
Margot Samel （ﾏｰｺﾞ ｻﾒﾙ / ﾆｭｰﾖｰｸ）,https://www.margotsamel.com/exhibitions/,https://www.margotsamel.com/artists/
max goelitz （ﾏｯｸｽ ｹﾞｰﾘｯﾂ / ﾐｭﾝﾍﾝ･ﾍﾞﾙﾘﾝ）,https://www.maxgoelitz.com/exhibitions/,https://www.maxgoelitz.com/artists/
Öktem Aykut （ｴｸﾃﾑ ｱｲｸｯﾄ / ｲｽﾀﾝﾌﾞｰﾙ）,https://oktemaykut.com/exhibitions,https://oktemaykut.com/artists
Paulina Caspari （ﾊﾟｳﾘｰﾅ ｶｽﾊﾟﾘ / ﾐｭﾝﾍﾝ）,https://paulinacaspari.com/exhibitions/,https://paulinacaspari.com/artists/
Rose Easton （ﾛｰｽﾞ ｲｰｽﾄﾝ / ﾛﾝﾄﾞﾝ）,https://www.roseeaston.com/exhibitions,https://www.roseeaston.com/artists
Schiefe Zähne （ｼｰﾌｪ ﾂｪｰﾈ / ﾍﾞﾙﾘﾝ）,https://schiefe-zaehne.com/exhibitions/,https://schiefe-zaehne.com/artists/
Silke Lindner （ｼﾙｹ ﾘﾝﾄﾞﾅｰ / ﾆｭｰﾖｰｸ）,https://www.silkelindner.com/past,https://www.silkelindner.com/artists
Sophie Tappeiner （ｿﾌｨｰ ﾀｯﾍﾟｲﾅｰ / ｳｨｰﾝ）,https://www.sophietappeiner.com/exhibitionsandfairs/,https://www.sophietappeiner.com/artists/
Suprainfinit （ｽﾌﾟﾗｲﾝﾌｨﾆｯﾄ / ﾌﾞｶﾚｽﾄ）,https://www.suprainfinit.com/exhibitions,https://www.suprainfinit.com/artists
Tabula Rasa Gallery （ﾀﾌﾞﾗ ﾗｻ ｷﾞｬﾗﾘｰ / ﾍﾟｷﾝ･ﾛﾝﾄﾞﾝ）,https://gallerytabularasa.co.uk/Past,https://gallerytabularasa.co.uk/ARTISTS
Tiwani Contemporary （ﾃｨﾜﾆ ｺﾝﾃﾝﾎﾟﾗﾘｰ / ﾛﾝﾄﾞﾝ･ﾗｺﾞｽ）,https://www.tiwani.co.uk/exhibitions/,https://www.tiwani.co.uk/artists/
Turnus （ﾄｩﾙﾇｽ / ﾜﾙｼｬﾜ）,https://turnus.fun/exhibitions,https://turnus.fun/artists
Valerie's Factory （ｳﾞｧﾚﾘｰｽﾞ ﾌｧｸﾄﾘｰ / ﾌﾞｴﾉｽｱｲﾚｽ）,https://www.valeriesfactory.com/exhibitions,https://www.valeriesfactory.com/artists
Vanguard Gallery （ｳﾞｧﾝｶﾞｰﾄﾞ ｷﾞｬﾗﾘｰ / ｼｬﾝﾊｲ）,https://www.vanguardgallery.com/page/exhibitions/,https://www.vanguardgallery.com/page/artists/
Voloshyn Gallery （ｳﾞｫﾛｼﾝ ｷﾞｬﾗﾘｰ / ﾏｲｱﾐ･ｷｰｳ）,https://voloshyngallery.art/exhibitions/past/,https://voloshyngallery.art/artists/
Whistle （ﾎｲｯｽﾙ / ｿｳﾙ）,https://whistlewhistle.kr/exhibitions?ckattempt=1,https://whistlewhistle.kr/artists
Yeo Workshop （ﾖｰ ﾜｰｸｼｮｯﾌﾟ / ｼﾝｶﾞﾎﾟｰﾙ）,https://www.yeoworkshop.com/exhibitions/,https://www.yeoworkshop.com/artists/
YveYang Gallery （ｲｳﾞﾔﾝ ｷﾞｬﾗﾘｰ / ﾆｭｰﾖｰｸ）,https://www.yveyang.com/exhibitions,https://www.yveyang.com/artists
56 Henry （56 ﾍﾝﾘｰ / ﾆｭｰﾖｰｸ）,https://56henry.nyc/exhibitions,https://56henry.nyc/artists
